Hi.,Salut!
My brother has died.,Mon frère est mort.
My cake didn't rise.,Mon gâteau n'a pas levé.
My camera is broken.,Mon appareil photo est cassé.
My cat loves catnip.,Mon chat adore l'herbe à chat.
My cat loves shrimp.,Mon chat adore les crevettes.
My country needs me.,Mon pays a besoin de moi.
My dad will kill me.,Mon père me tuera.
My dog doesn't bite.,Mon chien ne mord pas.
My dog needs a walk.,Mon chien a besoin d'une promenade.
My eyes are burning.,Les yeux me brûlent.
My eyes feel gritty.,J'ai du sable dans les yeux.
My feet are swollen.,Mes pieds sont enflés.
My friend helped me.,Mon ami m'a aidé.
My friend helped me.,Mon amie m'a aidé.
My friend helped me.,Mon ami m'a aidée.
My friend helped me.,Mon amie m'a aidée.
My friend helped me.,Mon ami m'aida.
My friend helped me.,Mon amie m'aida.
My gums are swollen.,Mes gencives sont enflées.
My hair is too long.,Mes cheveux sont trop longs.
My hair is too long.,J'ai les cheveux trop longs.
My headache is gone.,Mon mal de tête est parti.
My hobby is cooking.,Mon passe-temps est la cuisine.
My hobby is reading.,Mon passe-temps est la lecture.
My home is far away.,Mon domicile est éloigné.
My job kept me busy.,Mon travail me tenait occupé.
My knee hurts a lot.,Mon genou me fait très mal.
My legs are hurting.,J'ai mal aux jambes.
My legs are hurting.,J’ai mal aux jambes.
My life is complete.,Ma vie est complète.
My life was a wreck.,Ma vie était en ruine.
My life was a wreck.,Ma vie était un champ de ruines.
My mom will kill me.,Ma mère me tuera.
My money was stolen.,On m'a volé mon argent.
My mother called me.,Ma mère m'a appelé.
My mother called me.,Ma mère m'a appelée.
My mother is active.,Ma mère est active.
My neighbor is nice.,Mon voisin est sympa.
My neighbor is nice.,Ma voisine est gentille.
My nose is bleeding.,Mon nez saigne.
My parrot flew away.,Mon perroquet s'est échappé.
My phone rang again.,Mon téléphone a de nouveau sonné.
My phone rang again.,Mon téléphone a sonné à nouveau.
My phone rang again.,Mon téléphone sonna à nouveau.
My rent has gone up.,Mon loyer a augmenté.
My room number is 5.,Mon numéro de chambre est le 5.
My room number is 5.,Le numéro de ma chambre est le 5.
My sister has a job.,Ma sœur a un travail.
My sister is famous.,Ma sœur est célèbre.
My sister is pretty.,Ma sœur est jolie.
My throat feels dry.,J'ai la gorge sèche.
My trousers are wet.,Mon pantalon est mouillé.
My whole body hurts.,Tout mon corps me fait mal.
My wife is a doctor.,Ma femme est médecin.
My wife is a lawyer.,Ma femme est avocate.
My work is finished.,Mon travail est fini.
"Next person please.","Personne suivante s'il vous plaît."
No drugs were found.,On n'a trouvé aucune drogue.
No items were taken.,Aucun article ne fut emporté.
No money was stolen.,Aucun argent n'a été volé.
No more can be said.,On ne peut en dire plus.
No one ate anything.,Personne ne mangea quoi que ce soit.
No one ate the cake.,Personne ne mangea le gâteau.
No one ate the cake.,Personne n'a mangé le gâteau.
No one believed him.,Personne ne l'a cru.
No one believed him.,Personne ne le crut.
No one believed you.,Personne ne vous a cru.
No one believed you.,Personne ne t'a cru.
No one believes him.,Personne ne le croit.
No one came up here.,Personne n'est monté ici.
No one can help you.,Personne ne peut vous aider.
No one can help you.,Personne ne peut t'aider.
No one could see us.,Personne ne pourrait nous voir.
No one could see us.,Personne ne pouvait nous voir.
No one dances sober.,Personne ne danse en étant sobre.
No one else laughed.,Personne d'autre ne rit.
No one else laughed.,Personne d'autre n'a ri.
No one even blinked.,Personne ne cilla même.
No one ever changes.,Personne ne change jamais.
No one followed you.,Personne ne vous a suivi.
No one followed you.,Personne ne t'a suivi.
No one gave up hope.,Personne ne perdit espoir.
No one has anything.,Personne n'a quoi que ce soit.
No one has anything.,Personne ne dispose de quoi que ce soit.
No one likes losing.,Personne n'aime perdre.
No one really cares.,Tout le monde s'en fout.
No one really cares.,Personne ne s'en soucie vraiment.
No one really knows.,Personne ne le sait vraiment.
No one saw anything.,Personne n'a rien vu.
No one saw anything.,Personne n'a vu quoi que ce soit.
No one seems afraid.,Personne ne semble effrayé.
No one supported me.,Personne ne m'a soutenu.
No one was detained.,Personne n'a été détenu.
No one was excluded.,Personne ne fut exclu.
No one was watching.,Personne ne regardait.
No one will help us.,Personne ne nous aidera.
No one will miss me.,Je ne manquerai à personne.
No one will stop us.,Personne ne nous arrêtera.
No one will survive.,Personne ne survivra.
No one would listen.,Personne ne voulait écouter.
No one would listen.,Personne ne voudrait écouter.
No one's allowed in.,Personne n'est admis.
No one's allowed in.,Personne n'y est admis.
No one's interested.,Ça n'intéresse personne.
No place is perfect.,Aucun endroit n'est parfait.
No rain is expected.,Aucune pluie n'est attendue.
No weapon was found.,Aucune arme n'a été trouvée.
No weapon was found.,Aucune arme ne fut trouvée.
"No I don't want to.","Non je ne veux pas."
"No that's not true.","Non ce n'est pas vrai."
Nobody believed Tom.,Personne n'a cru Tom.
Nobody can hear you.,Personne ne peut t'entendre.
Nobody can hear you.,Personne ne parvient à t'entendre.
Nobody can hear you.,Personne ne peut vous entendre.
Nobody can hear you.,Personne ne parvient à vous entendre.
Nobody can help you.,Personne ne peut vous aider.
Nobody can help you.,Personne ne peut t'aider.
Nobody cares for me.,Personne ne s'occupe de moi.
Nobody cares for me.,Personne ne se soucie de moi.
Nobody contacted me.,Personne ne m'a contacté.
Nobody really knows.,Personne ne sait vraiment.
Nobody saw anything.,Personne n'a rien vu.
Nobody speaks to me.,Aucun ne me parle.
Nobody's interested.,Ça n'intéresse personne.
None of us like Tom.,Aucun d'entre nous n'aime Tom.
Not everyone agreed.,Tout le monde n'était pas d'accord.
Not everyone agrees.,Tout le monde n'est pas d'accord.
Nothing can stop me.,Rien ne peut m'arrêter.
Nothing feels right.,Rien ne semble coller.
Nothing has changed.,Rien n'a changé.
Nothing is forgiven.,Rien n'est pardonné.
Nothing seems right.,Rien ne semble coller.
Nothing will change.,Rien ne changera.
Now eat your supper.,"Maintenant mange ton souper."
Now eat your supper.,"Maintenant mange ton dîner."
Now is not the time.,Ce n'est actuellement pas le moment.
Now let's celebrate.,"Maintenant fêtons ça."
Now what's the deal?,"Qu'en est-il maintenant ?"
"Now that's an idea.","Voilà ça c'est une idée."
Nuts are nutritious.,Les noisettes sont nourrissantes.
Old habits die hard.,Les vieilles habitudes ont la vie dure.
One man was injured.,Un homme a été blessé.
One of us could win.,L'un de nous pourrait gagner.
One of us could win.,L'une de nous pourrait gagner.
One of us has to go.,L'un de nous doit partir.
One of you is lying.,L'un de vous ment.
One of you is lying.,L'une de vous ment.
Only time will tell.,Seul le temps nous le dira.
Open up the package.,Ouvre le paquet.
Open up the package.,Ouvrez le paquet.
Ostriches can't fly.,Les autruches ne peuvent pas voler.
Our allies are weak.,Nos alliés sont faibles.
Our allies are weak.,Nos alliées sont faibles.
Our boat is sinking.,Notre bateau coule.
Our fate was sealed.,Notre destin fut scellé.
Our fate was sealed.,Notre destinée était scellée.
Our gamble paid off.,Notre pari a porté ses fruits.
Our team is winning.,Notre équipe est en train de gagner.
Our team is winning.,Notre équipe est en train de l'emporter.
Our time is limited.,Notre temps est limité.
Our work never ends.,Notre travail ne s'arrête jamais.
Our work never ends.,Notre travail ne prend jamais fin.
Paper burns quickly.,Le papier brûle rapidement.
People have choices.,Les gens ont des choix.
People like to talk.,Les gens aiment parler.
People love freedom.,Le peuple aime la liberté.
People love freedom.,Les gens sont épris de liberté.
People love to talk.,Les gens adorent parler.
Perhaps I was wrong.,Peut-être me suis-je trompé.
Perhaps Tom can win.,Peut-être que Tom peut gagner.
Perhaps Tom can win.,Peut-être Tom peut-il gagner.
Perhaps that's true.,C'est peut-être exact.
Play me some Chopin.,Joue-moi du Chopin.
Please call me back.,Rappelle-moi s'il te plaît.
Please come on time.,Veuillez venir à l'heure.
Please come with us.,Veuillez venir avec nous.
Please come with us.,"Viens avec nous s'il te plait."
Please don't get up.,S'il te plait ne te lève pas.
Please don't mumble.,Je te prie de ne pas marmonner.
Please drive safely.,Conduis prudemment s'il te plaît.
Please drive safely.,Veuillez conduire prudemment.
Please drive safely.,S'il vous plaît conduisez prudemment.
Please drive safely.,Conduis prudemment je t'en prie.
Please give us room.,"Écartez-vous s'il vous plaît."
Please give us room.,"Faites-nous de la place s'il vous plaît."
Please have a drink.,"Je vous en prie prenez une boisson !"
Please have a drink.,"Je t'en prie prends une boisson !"
Please help me cook.,"S'il te plaît aide-moi à cuisiner."
Please make the bed.,"Faites le lit je vous prie !"
Please make the bed.,"Fais le lit je te prie !"
Please show me that.,"Veuillez me montrer cela je vous prie."
Please show me that.,"Montre-moi cela je te prie !"
Please speak French.,"Parle français s'il te plaît."
Please speak French.,"Parlez français s'il vous plaît."
Please stop singing.,"Arrête de chanter je te prie !"
Please stop singing.,"Arrêtez de chanter je vous prie !"
Please stop talking.,"Arrête de parler je te prie !"
Please stop talking.,"Arrêtez de parler je vous prie !"
Please stop talking.,"Cesse de parler je te prie !"
Please stop talking.,"Cessez de parler je vous prie !"
Please stop talking.,"Veuillez arrêter de parler je vous prie !"
Please stop talking.,"Veuillez cesser de parler je vous prie !"
Please take me home.,"S'il te plaît emmène-moi chez moi."
Please take me home.,"S'il vous plaît emmenez-moi chez moi."
Please wash my back.,Nettoie mon dos s'il te plaît.
Pleased to meet you.,Enchanté de faire votre connaissance.
Pleased to meet you.,Je suis ravie de te rencontrer.
Pleased to meet you.,Ravie de faire ta connaissance.
Poaching is illegal.,Il est illégal de braconner.
Poaching is illegal.,Le braconnage est illégal.
Prices are going up.,Les prix augmentent.
Pull the rope tight.,Tends la corde.
Pull the rope tight.,Tendez la corde.
Put on a nice dress.,Mets une belle robe.
Put on a nice dress.,Mettez une belle robe.
Put on your pajamas.,Mets ton pyjama.
Put on your pajamas.,Mettez vos pyjamas.
Put some clothes on.,Mets des vêtements !
Put some clothes on.,Mettez des vêtements !
Put some clothes on.,Habille-toi !
Put some clothes on.,Habillez-vous !
Put some clothes on.,Vêts-toi !
Put some clothes on.,Vêtez-vous !
Put that in writing.,Mets ça par écrit.
Put that in writing.,Mettez ça par écrit.
Put your books away.,Mettez vos livres de côté.
Put your glasses on.,Mets tes lunettes !
Put your glasses on.,Mettez vos lunettes !
"Quick give me that.","Vite donne-moi ça."
"Quick give me that.","Vite donnez-moi ça."
Quote me an example.,Citez-moi un exemple.
Quote me an example.,Cite-moi un exemple.
Respect your elders.,Respectez vos aînés.
Respect your elders.,Respectez vos aînées.
Respect your elders.,Respecte tes aînés.
Respect your elders.,Respecte tes aînées.
Rest here for a bit.,Repose-toi un peu ici.
Rest here for a bit.,Reposez-vous ici un moment.
Return to your room.,Retournez dans votre chambre.
Return to your room.,Retourne dans ta chambre.
Rome is an old city.,Rome est une ville ancienne.
See you in two days.,À après-demain !
Seeing is believing.,Voir c'est croire.
Seeing is believing.,"Voir c'est croire."
Shall we go and eat?,Vous voulez y aller et manger ?
Shall we go and eat?,Si on allait manger ?
Shall we go and eat?,On y va et on mange ?
Sharks feed on fish.,Les requins se nourrissent de poissons.
She baked me a cake.,Elle me cuisit un gâteau.
She baked me a cake.,Elle me prépara un gâteau.
She baked me a cake.,Elle me concocta un gâteau.
She baked me a cake.,Elle me fit un gâteau.
She baked me a cake.,Elle m'a confectionné un gâteau.
She became a doctor.,Elle est devenue médecin.
She became a doctor.,Elle est devenue toubib.
She became a singer.,Elle est devenue chanteuse.
She became pregnant.,Elle est tombée enceinte.
She became very ill.,Elle est tombée gravement malade.
She blackmailed him.,Elle le fit chanter.
She boards students.,Elle prend des étudiants en pension.
She boiled the eggs.,Elle a cuit les œufs.
She bowed in thanks.,Elle s'inclina en remerciements.
She called for help.,Elle a appelé à l'aide.
She called for help.,Elle appela à l'aide.
She came out on top.,Elle débuta au sommet.
She came out on top.,Elle termina en tête.
She can drive a car.,Elle sait conduire une voiture.
She can't cook well.,Elle ne sait pas bien cuisiner.
She closed her eyes.,Elle ferma les yeux.
She closed her eyes.,Elle a fermé les yeux.
She closed her eyes.,Elle a clos les yeux.
She closed her eyes.,Elle ferma ses yeux.
She cried all night.,Elle pleura toute la nuit.
She danced with joy.,Elle dansa avec joie.
She did pretty well.,Elle s'en est assez bien sortie.
She didn't like him.,Elle ne l'aimait pas.
She does look tired.,Elle a vraiment l'air fatiguée.
She drives me crazy.,Elle me rend fou.
She drives me crazy.,Elle me rend dingue.
She drives me crazy.,Elle me rend chèvre.
She feels bad today.,Elle se sent mal aujourd'hui.
She gave him a book.,Elle lui a donné un livre.
She gave me a shirt.,Elle m'a donné une chemise.
She gave me a watch.,Elle m'a donné une montre.
She gave me a watch.,Elle me donna une montre.
She got in the taxi.,Elle est montée dans un taxi.
She had gone to bed.,Elle est partie se coucher.
"She has 2,000 books.",Elle a deux mille livres.
She has a long nose.,Elle a un grand nez.
"She has faults too.",Elle aussi a ses torts.
She has few friends.,Elle a peu d'amis.
She has few friends.,Elle a peu d'amies.
She has gone abroad.,Elle est allée à l'étranger.
She has lost weight.,Elle a perdu du poids.
She has no brothers.,Elle n'a pas de frère.
She held her breath.,Elle retint son souffle.
"She hit me not him.","C'est elle qui m'a frappé pas lui."
"She hit me not him.","C'est moi qu'elle a frappé pas lui."
"She hit me not him.","C'est moi qu'elle a frappée pas lui."
She is a bad person.,C'est une mauvaise personne.
She is a chatterbox.,C'est un moulin à parole.
She is a little shy.,Elle est un peu timide.
She is a little shy.,Elle est quelque peu timide.
She is about my age.,Elle a à peu près mon âge.
She is about my age.,Elle a environ mon âge.
She is bad-mannered.,Elle est mal élevée.
She is dark-skinned.,Elle a la peau noire.
She is fond of cake.,Elle adore les gâteaux.
